Cycle Count : Dividend, Divisor
241 / 79 = 80 cycles
241 / 80 = 80 cycles
241 / 81 = 73 cycles
241 / 82 = 73 cycles
241 / 83 = 73 cycles
241 / 84 = 73 cycles
241 / 85 = 73 cycles
241 / 86 = 73 cycles
241 / 87 = 73 cycles
241 / 88 = 73 cycles
241 / 89 = 73 cycles
241 / 90 = 73 cycles
241 / 91 = 73 cycles
241 / 92 = 73 cycles
241 / 93 = 73 cycles
241 / 94 = 73 cycles
241 / 95 = 73 cycles
241 / 96 = 73 cycles
241 / 97 = 73 cycles
241 / 98 = 73 cycles
241 / 99 = 73 cycles
241 / 100 = 73 cycles
241 / 101 = 73 cycles
241 / 102 = 73 cycles
241 / 103 = 73 cycles
241 / 104 = 73 cycles
241 / 105 = 73 cycles
241 / 106 = 73 cycles
241 / 107 = 73 cycles
241 / 108 = 73 cycles
241 / 109 = 73 cycles
241 / 110 = 73 cycles
241 / 111 = 73 cycles
241 / 112 = 73 cycles
241 / 113 = 73 cycles
241 / 114 = 73 cycles
241 / 115 = 73 cycles
241 / 116 = 73 cycles
241 / 117 = 73 cycles
241 / 118 = 73 cycles
241 / 119 = 73 cycles
241 / 120 = 73 cycles
241 / 121 = 66 cycles
241 / 122 = 66 cycles
241 / 123 = 66 cycles
241 / 124 = 66 cycles
241 / 125 = 66 cycles
241 / 126 = 66 cycles
241 / 127 = 66 cycles
241 / 128 = 75 cycles
241 / 129 = 66 cycles
241 / 130 = 66 cycles
241 / 131 = 66 cycles
241 / 132 = 66 cycles
241 / 133 = 66 cycles
241 / 134 = 66 cycles
241 / 135 = 66 cycles
241 / 136 = 66 cycles
241 / 137 = 66 cycles
241 / 138 = 66 cycles
241 / 139 = 66 cycles
241 / 140 = 66 cycles
241 / 141 = 66 cycles
241 / 142 = 66 cycles
241 / 143 = 66 cycles
241 / 144 = 66 cycles
241 / 145 = 66 cycles
241 / 146 = 66 cycles
241 / 147 = 66 cycles
241 / 148 = 66 cycles
241 / 149 = 66 cycles
241 / 150 = 66 cycles
241 / 151 = 66 cycles
241 / 152 = 66 cycles
241 / 153 = 66 cycles
241 / 154 = 66 cycles
241 / 155 = 66 cycles
241 / 156 = 66 cycles
241 / 157 = 66 cycles
241 / 158 = 66 cycles
241 / 159 = 66 cycles
241 / 160 = 66 cycles
241 / 161 = 66 cycles
241 / 162 = 66 cycles
241 / 163 = 66 cycles
241 / 164 = 66 cycles
241 / 165 = 66 cycles
241 / 166 = 66 cycles
241 / 167 = 66 cycles
241 / 168 = 66 cycles
241 / 169 = 66 cycles
241 / 170 = 66 cycles
241 / 171 = 66 cycles
241 / 172 = 66 cycles
241 / 173 = 66 cycles
241 / 174 = 66 cycles
241 / 175 = 66 cycles
241 / 176 = 66 cycles
241 / 177 = 66 cycles
241 / 178 = 66 cycles
241 / 179 = 66 cycles
241 / 180 = 66 cycles
241 / 181 = 66 cycles
241 / 182 = 66 cycles
241 / 183 = 66 cycles
241 / 184 = 66 cycles
241 / 185 = 66 cycles
241 / 186 = 66 cycles
241 / 187 = 66 cycles
241 / 188 = 66 cycles
241 / 189 = 66 cycles
241 / 190 = 66 cycles
241 / 191 = 66 cycles
241 / 192 = 66 cycles
241 / 193 = 66 cycles
241 / 194 = 66 cycles
241 / 195 = 66 cycles
241 / 196 = 66 cycles
241 / 197 = 66 cycles
241 / 198 = 66 cycles
241 / 199 = 66 cycles
241 / 200 = 66 cycles
241 / 201 = 66 cycles
241 / 202 = 66 cycles
241 / 203 = 66 cycles
241 / 204 = 66 cycles
241 / 205 = 66 cycles
241 / 206 = 66 cycles
241 / 207 = 66 cycles
241 / 208 = 66 cycles
241 / 209 = 66 cycles
241 / 210 = 66 cycles
241 / 211 = 66 cycles
241 / 212 = 66 cycles
241 / 213 = 66 cycles
241 / 214 = 66 cycles
241 / 215 = 66 cycles
241 / 216 = 66 cycles
241 / 217 = 66 cycles
241 / 218 = 66 cycles
241 / 219 = 66 cycles
241 / 220 = 66 cycles
241 / 221 = 66 cycles
241 / 222 = 66 cycles
241 / 223 = 66 cycles
241 / 224 = 66 cycles
241 / 225 = 66 cycles
241 / 226 = 66 cycles
241 / 227 = 66 cycles
241 / 228 = 66 cycles
241 / 229 = 66 cycles
241 / 230 = 66 cycles
241 / 231 = 66 cycles
241 / 232 = 66 cycles
241 / 233 = 66 cycles
241 / 234 = 66 cycles
241 / 235 = 66 cycles
241 / 236 = 66 cycles
241 / 237 = 66 cycles
241 / 238 = 66 cycles
241 / 239 = 66 cycles
241 / 240 = 66 cycles
241 / 241 = 41 cycles
241 / 242 = 59 cycles
241 / 243 = 59 cycles
241 / 244 = 59 cycles
241 / 245 = 59 cycles
241 / 246 = 59 cycles
241 / 247 = 59 cycles
241 / 248 = 59 cycles
241 / 249 = 59 cycles
241 / 250 = 59 cycles
241 / 251 = 59 cycles
241 / 252 = 59 cycles
241 / 253 = 59 cycles
241 / 254 = 59 cycles
241 / 255 = 59 cycles
242 / 0 = 14 cycles
242 / 1 = 23 cycles
242 / 2 = 113 cycles
242 / 3 = 619 cycles
242 / 4 = 132 cycles
242 / 5 = 395 cycles
242 / 6 = 367 cycles
242 / 7 = 297 cycles
242 / 8 = 151 cycles
242 / 9 = 241 cycles
242 / 10 = 227 cycles
242 / 11 = 213 cycles
242 / 12 = 199 cycles
242 / 13 = 185 cycles
242 / 14 = 178 cycles
242 / 15 = 171 cycles
242 / 16 = 170 cycles
242 / 17 = 157 cycles
242 / 18 = 150 cycles
242 / 19 = 143 cycles
242 / 20 = 143 cycles
242 / 21 = 136 cycles
242 / 22 = 136 cycles
242 / 23 = 129 cycles
242 / 24 = 129 cycles
242 / 25 = 122 cycles
242 / 26 = 122 cycles
242 / 27 = 115 cycles
242 / 28 = 115 cycles
242 / 29 = 115 cycles
242 / 30 = 115 cycles
242 / 31 = 108 cycles
242 / 32 = 117 cycles
242 / 33 = 108 cycles
242 / 34 = 108 cycles
242 / 35 = 101 cycles
242 / 36 = 101 cycles
242 / 37 = 101 cycles
242 / 38 = 101 cycles
242 / 39 = 101 cycles
242 / 40 = 101 cycles
242 / 41 = 94 cycles
242 / 42 = 94 cycles
242 / 43 = 94 cycles
242 / 44 = 94 cycles
242 / 45 = 94 cycles
242 / 46 = 94 cycles
242 / 47 = 94 cycles
242 / 48 = 94 cycles
242 / 49 = 87 cycles
242 / 50 = 87 cycles
242 / 51 = 87 cycles
242 / 52 = 87 cycles
242 / 53 = 87 cycles
242 / 54 = 87 cycles
242 / 55 = 87 cycles
242 / 56 = 87 cycles
242 / 57 = 87 cycles
242 / 58 = 87 cycles
242 / 59 = 87 cycles
242 / 60 = 87 cycles
242 / 61 = 80 cycles
242 / 62 = 80 cycles
242 / 63 = 80 cycles
242 / 64 = 89 cycles
242 / 65 = 80 cycles
242 / 66 = 80 cycles
242 / 67 = 80 cycles
242 / 68 = 80 cycles
242 / 69 = 80 cycles
242 / 70 = 80 cycles
242 / 71 = 80 cycles
242 / 72 = 80 cycles
242 / 73 = 80 cycles
242 / 74 = 80 cycles
242 / 75 = 80 cycles
242 / 76 = 80 cycles
242 / 77 = 80 cycles
242 / 78 = 80 cycles
242 / 79 = 80 cycles
242 / 80 = 80 cycles
242 / 81 = 73 cycles
242 / 82 = 73 cycles
242 / 83 = 73 cycles
242 / 84 = 73 cycles
242 / 85 = 73 cycles
242 / 86 = 73 cycles
242 / 87 = 73 cycles
242 / 88 = 73 cycles
242 / 89 = 73 cycles
242 / 90 = 73 cycles
242 / 91 = 73 cycles
242 / 92 = 73 cycles
242 / 93 = 73 cycles
242 / 94 = 73 cycles
242 / 95 = 73 cycles
242 / 96 = 73 cycles
242 / 97 = 73 cycles
242 / 98 = 73 cycles
242 / 99 = 73 cycles
242 / 100 = 73 cycles
242 / 101 = 73 cycles
242 / 102 = 73 cycles
242 / 103 = 73 cycles
242 / 104 = 73 cycles
242 / 105 = 73 cycles
242 / 106 = 73 cycles
242 / 107 = 73 cycles
242 / 108 = 73 cycles
242 / 109 = 73 cycles
242 / 110 = 73 cycles
242 / 111 = 73 cycles
242 / 112 = 73 cycles
242 / 113 = 73 cycles
242 / 114 = 73 cycles
242 / 115 = 73 cycles
242 / 116 = 73 cycles
242 / 117 = 73 cycles
242 / 118 = 73 cycles
242 / 119 = 73 cycles
242 / 120 = 73 cycles
242 / 121 = 73 cycles
242 / 122 = 66 cycles
242 / 123 = 66 cycles
242 / 124 = 66 cycles
242 / 125 = 66 cycles
242 / 126 = 66 cycles
242 / 127 = 66 cycles
242 / 128 = 75 cycles
242 / 129 = 66 cycles
242 / 130 = 66 cycles
242 / 131 = 66 cycles
242 / 132 = 66 cycles
242 / 133 = 66 cycles
242 / 134 = 66 cycles
242 / 135 = 66 cycles
242 / 136 = 66 cycles
242 / 137 = 66 cycles
242 / 138 = 66 cycles
242 / 139 = 66 cycles
242 / 140 = 66 cycles
242 / 141 = 66 cycles
242 / 142 = 66 cycles
242 / 143 = 66 cycles
242 / 144 = 66 cycles
242 / 145 = 66 cycles
242 / 146 = 66 cycles
242 / 147 = 66 cycles
242 / 148 = 66 cycles
242 / 149 = 66 cycles
242 / 150 = 66 cycles
242 / 151 = 66 cycles
242 / 152 = 66 cycles
242 / 153 = 66 cycles
242 / 154 = 66 cycles
242 / 155 = 66 cycles
242 / 156 = 66 cycles
242 / 157 = 66 cycles
242 / 158 = 66 cycles
242 / 159 = 66 cycles
242 / 160 = 66 cycles
242 / 161 = 66 cycles
242 / 162 = 66 cycles
242 / 163 = 66 cycles
242 / 164 = 66 cycles
242 / 165 = 66 cycles
242 / 166 = 66 cycles
242 / 167 = 66 cycles
242 / 168 = 66 cycles
242 / 169 = 66 cycles
242 / 170 = 66 cycles
242 / 171 = 66 cycles
242 / 172 = 66 cycles
242 / 173 = 66 cycles
242 / 174 = 66 cycles
242 / 175 = 66 cycles
242 / 176 = 66 cycles
242 / 177 = 66 cycles
242 / 178 = 66 cycles
242 / 179 = 66 cycles
242 / 180 = 66 cycles
242 / 181 = 66 cycles
242 / 182 = 66 cycles
242 / 183 = 66 cycles
242 / 184 = 66 cycles
242 / 185 = 66 cycles
242 / 186 = 66 cycles
242 / 187 = 66 cycles
242 / 188 = 66 cycles
242 / 189 = 66 cycles
242 / 190 = 66 cycles
242 / 191 = 66 cycles
242 / 192 = 66 cycles
242 / 193 = 66 cycles
242 / 194 = 66 cycles
242 / 195 = 66 cycles
242 / 196 = 66 cycles
242 / 197 = 66 cycles
242 / 198 = 66 cycles
242 / 199 = 66 cycles
242 / 200 = 66 cycles
242 / 201 = 66 cycles
242 / 202 = 66 cycles
242 / 203 = 66 cycles
242 / 204 = 66 cycles
242 / 205 = 66 cycles
242 / 206 = 66 cycles
242 / 207 = 66 cycles
242 / 208 = 66 cycles
242 / 209 = 66 cycles
242 / 210 = 66 cycles
242 / 211 = 66 cycles
242 / 212 = 66 cycles
242 / 213 = 66 cycles
242 / 214 = 66 cycles
242 / 215 = 66 cycles
242 / 216 = 66 cycles
242 / 217 = 66 cycles
242 / 218 = 66 cycles
242 / 219 = 66 cycles
242 / 220 = 66 cycles
242 / 221 = 66 cycles
242 / 222 = 66 cycles
242 / 223 = 66 cycles
242 / 224 = 66 cycles
242 / 225 = 66 cycles
242 / 226 = 66 cycles
242 / 227 = 66 cycles
242 / 228 = 66 cycles
242 / 229 = 66 cycles
242 / 230 = 66 cycles
242 / 231 = 66 cycles
242 / 232 = 66 cycles
242 / 233 = 66 cycles
242 / 234 = 66 cycles
242 / 235 = 66 cycles
242 / 236 = 66 cycles
242 / 237 = 66 cycles
242 / 238 = 66 cycles
242 / 239 = 66 cycles
242 / 240 = 66 cycles
242 / 241 = 66 cycles
242 / 242 = 41 cycles
242 / 243 = 59 cycles
242 / 244 = 59 cycles
242 / 245 = 59 cycles
242 / 246 = 59 cycles
242 / 247 = 59 cycles
242 / 248 = 59 cycles
242 / 249 = 59 cycles
242 / 250 = 59 cycles
242 / 251 = 59 cycles
242 / 252 = 59 cycles
242 / 253 = 59 cycles
242 / 254 = 59 cycles
242 / 255 = 59 cycles
243 / 0 = 14 cycles
243 / 1 = 23 cycles
243 / 2 = 113 cycles
243 / 3 = 626 cycles
243 / 4 = 132 cycles
243 / 5 = 395 cycles
243 / 6 = 367 cycles
243 / 7 = 297 cycles
243 / 8 = 151 cycles
243 / 9 = 248 cycles
243 / 10 = 227 cycles
243 / 11 = 213 cycles
243 / 12 = 199 cycles
243 / 13 = 185 cycles
243 / 14 = 178 cycles
243 / 15 = 171 cycles
243 / 16 = 170 cycles
243 / 17 = 157 cycles
243 / 18 = 150 cycles
243 / 19 = 143 cycles
243 / 20 = 143 cycles
243 / 21 = 136 cycles
243 / 22 = 136 cycles
243 / 23 = 129 cycles
243 / 24 = 129 cycles
243 / 25 = 122 cycles
243 / 26 = 122 cycles
243 / 27 = 122 cycles
243 / 28 = 115 cycles
243 / 29 = 115 cycles
243 / 30 = 115 cycles
243 / 31 = 108 cycles
243 / 32 = 117 cycles
243 / 33 = 108 cycles
243 / 34 = 108 cycles
243 / 35 = 101 cycles
243 / 36 = 101 cycles
243 / 37 = 101 cycles
243 / 38 = 101 cycles
243 / 39 = 101 cycles
243 / 40 = 101 cycles
243 / 41 = 94 cycles
243 / 42 = 94 cycles
243 / 43 = 94 cycles
243 / 44 = 94 cycles
243 / 45 = 94 cycles
243 / 46 = 94 cycles
243 / 47 = 94 cycles
243 / 48 = 94 cycles
243 / 49 = 87 cycles
243 / 50 = 87 cycles
243 / 51 = 87 cycles
243 / 52 = 87 cycles
243 / 53 = 87 cycles
243 / 54 = 87 cycles
243 / 55 = 87 cycles
243 / 56 = 87 cycles
243 / 57 = 87 cycles
243 / 58 = 87 cycles
243 / 59 = 87 cycles
243 / 60 = 87 cycles
243 / 61 = 80 cycles
243 / 62 = 80 cycles
243 / 63 = 80 cycles
243 / 64 = 89 cycles
243 / 65 = 80 cycles
243 / 66 = 80 cycles
243 / 67 = 80 cycles
243 / 68 = 80 cycles
243 / 69 = 80 cycles
243 / 70 = 80 cycles
243 / 71 = 80 cycles
243 / 72 = 80 cycles
243 / 73 = 80 cycles
243 / 74 = 80 cycles
243 / 75 = 80 cycles
243 / 76 = 80 cycles
243 / 77 = 80 cycles
243 / 78 = 80 cycles
243 / 79 = 80 cycles
243 / 80 = 80 cycles
243 / 81 = 80 cycles
243 / 82 = 73 cycles
243 / 83 = 73 cycles
243 / 84 = 73 cycles
243 / 85 = 73 cycles
243 / 86 = 73 cycles
243 / 87 = 73 cycles
243 / 88 = 73 cycles
243 / 89 = 73 cycles
243 / 90 = 73 cycles
243 / 91 = 73 cycles
243 / 92 = 73 cycles
243 / 93 = 73 cycles
243 / 94 = 73 cycles
243 / 95 = 73 cycles
243 / 96 = 73 cycles
243 / 97 = 73 cycles
243 / 98 = 73 cycles
243 / 99 = 73 cycles
243 / 100 = 73 cycles
243 / 101 = 73 cycles
243 / 102 = 73 cycles
243 / 103 = 73 cycles
243 / 104 = 73 cycles
243 / 105 = 73 cycles
243 / 106 = 73 cycles
243 / 107 = 73 cycles
243 / 108 = 73 cycles
243 / 109 = 73 cycles
243 / 110 = 73 cycles
243 / 111 = 73 cycles
243 / 112 = 73 cycles
243 / 113 = 73 cycles
243 / 114 = 73 cycles
243 / 115 = 73 cycles
243 / 116 = 73 cycles
243 / 117 = 73 cycles
243 / 118 = 73 cycles
243 / 119 = 73 cycles
243 / 120 = 73 cycles
243 / 121 = 73 cycles
243 / 122 = 66 cycles
243 / 123 = 66 cycles
243 / 124 = 66 cycles
243 / 125 = 66 cycles
243 / 126 = 66 cycles
243 / 127 = 66 cycles
243 / 128 = 75 cycles
243 / 129 = 66 cycles
243 / 130 = 66 cycles
243 / 131 = 66 cycles
243 / 132 = 66 cycles
243 / 133 = 66 cycles
243 / 134 = 66 cycles
243 / 135 = 66 cycles
243 / 136 = 66 cycles
243 / 137 = 66 cycles
243 / 138 = 66 cycles
243 / 139 = 66 cycles
243 / 140 = 66 cycles
243 / 141 = 66 cycles
243 / 142 = 66 cycles
243 / 143 = 66 cycles
243 / 144 = 66 cycles
243 / 145 = 66 cycles
243 / 146 = 66 cycles
243 / 147 = 66 cycles
243 / 148 = 66 cycles
243 / 149 = 66 cycles
243 / 150 = 66 cycles
243 / 151 = 66 cycles
243 / 152 = 66 cycles
243 / 153 = 66 cycles
243 / 154 = 66 cycles
243 / 155 = 66 cycles
243 / 156 = 66 cycles
243 / 157 = 66 cycles
243 / 158 = 66 cycles
243 / 159 = 66 cycles
243 / 160 = 66 cycles
243 / 161 = 66 cycles
243 / 162 = 66 cycles
243 / 163 = 66 cycles
243 / 164 = 66 cycles
243 / 165 = 66 cycles
243 / 166 = 66 cycles
243 / 167 = 66 cycles
243 / 168 = 66 cycles
243 / 169 = 66 cycles
243 / 170 = 66 cycles
243 / 171 = 66 cycles
243 / 172 = 66 cycles
243 / 173 = 66 cycles
243 / 174 = 66 cycles
243 / 175 = 66 cycles
243 / 176 = 66 cycles
243 / 177 = 66 cycles
243 / 178 = 66 cycles
243 / 179 = 66 cycles
243 / 180 = 66 cycles
243 / 181 = 66 cycles
243 / 182 = 66 cycles
243 / 183 = 66 cycles
243 / 184 = 66 cycles
243 / 185 = 66 cycles
243 / 186 = 66 cycles
243 / 187 = 66 cycles
243 / 188 = 66 cycles
243 / 189 = 66 cycles
243 / 190 = 66 cycles
243 / 191 = 66 cycles
243 / 192 = 66 cycles
243 / 193 = 66 cycles
243 / 194 = 66 cycles
243 / 195 = 66 cycles
243 / 196 = 66 cycles
243 / 197 = 66 cycles
243 / 198 = 66 cycles
243 / 199 = 66 cycles
243 / 200 = 66 cycles
243 / 201 = 66 cycles
243 / 202 = 66 cycles
243 / 203 = 66 cycles
243 / 204 = 66 cycles
243 / 205 = 66 cycles
243 / 206 = 66 cycles
243 / 207 = 66 cycles
243 / 208 = 66 cycles
243 / 209 = 66 cycles
243 / 210 = 66 cycles
243 / 211 = 66 cycles
243 / 212 = 66 cycles
243 / 213 = 66 cycles
243 / 214 = 66 cycles
243 / 215 = 66 cycles
243 / 216 = 66 cycles
243 / 217 = 66 cycles
243 / 218 = 66 cycles
243 / 219 = 66 cycles
243 / 220 = 66 cycles
243 / 221 = 66 cycles
243 / 222 = 66 cycles
243 / 223 = 66 cycles
243 / 224 = 66 cycles
243 / 225 = 66 cycles
243 / 226 = 66 cycles
243 / 227 = 66 cycles
243 / 228 = 66 cycles
243 / 229 = 66 cycles
243 / 230 = 66 cycles
243 / 231 = 66 cycles
243 / 232 = 66 cycles
243 / 233 = 66 cycles
243 / 234 = 66 cycles
243 / 235 = 66 cycles
243 / 236 = 66 cycles
243 / 237 = 66 cycles
243 / 238 = 66 cycles
243 / 239 = 66 cycles
243 / 240 = 66 cycles
243 / 241 = 66 cycles
243 / 242 = 66 cycles
243 / 243 = 41 cycles
243 / 244 = 59 cycles
243 / 245 = 59 cycles
243 / 246 = 59 cycles
243 / 247 = 59 cycles
243 / 248 = 59 cycles
243 / 249 = 59 cycles
243 / 250 = 59 cycles
243 / 251 = 59 cycles
243 / 252 = 59 cycles
243 / 253 = 59 cycles
243 / 254 = 59 cycles
243 / 255 = 59 cycles
244 / 0 = 14 cycles
244 / 1 = 23 cycles
244 / 2 = 113 cycles
244 / 3 = 626 cycles
244 / 4 = 132 cycles
244 / 5 = 395 cycles
244 / 6 = 367 cycles
244 / 7 = 297 cycles
244 / 8 = 151 cycles
244 / 9 = 248 cycles
244 / 10 = 227 cycles
244 / 11 = 213 cycles
244 / 12 = 199 cycles
244 / 13 = 185 cycles
244 / 14 = 178 cycles
244 / 15 = 171 cycles
244 / 16 = 170 cycles
244 / 17 = 157 cycles
244 / 18 = 150 cycles
244 / 19 = 143 cycles
244 / 20 = 143 cycles
244 / 21 = 136 cycles
244 / 22 = 136 cycles
244 / 23 = 129 cycles
244 / 24 = 129 cycles
244 / 25 = 122 cycles
244 / 26 = 122 cycles
244 / 27 = 122 cycles
244 / 28 = 115 cycles
244 / 29 = 115 cycles
244 / 30 = 115 cycles
244 / 31 = 108 cycles
244 / 32 = 117 cycles
244 / 33 = 108 cycles
244 / 34 = 108 cycles
244 / 35 = 101 cycles
244 / 36 = 101 cycles
244 / 37 = 101 cycles
244 / 38 = 101 cycles
244 / 39 = 101 cycles
244 / 40 = 101 cycles
244 / 41 = 94 cycles
244 / 42 = 94 cycles
244 / 43 = 94 cycles
244 / 44 = 94 cycles
244 / 45 = 94 cycles
244 / 46 = 94 cycles
244 / 47 = 94 cycles
244 / 48 = 94 cycles
244 / 49 = 87 cycles
244 / 50 = 87 cycles
244 / 51 = 87 cycles
244 / 52 = 87 cycles
244 / 53 = 87 cycles
244 / 54 = 87 cycles
244 / 55 = 87 cycles
244 / 56 = 87 cycles
244 / 57 = 87 cycles
244 / 58 = 87 cycles
244 / 59 = 87 cycles
244 / 60 = 87 cycles
244 / 61 = 87 cycles
244 / 62 = 80 cycles
244 / 63 = 80 cycles
244 / 64 = 89 cycles
244 / 65 = 80 cycles
244 / 66 = 80 cycles
244 / 67 = 80 cycles
244 / 68 = 80 cycles
244 / 69 = 80 cycles
244 / 70 = 80 cycles
244 / 71 = 80 cycles
244 / 72 = 80 cycles
244 / 73 = 80 cycles
244 / 74 = 80 cycles
244 / 75 = 80 cycles
244 / 76 = 80 cycles
244 / 77 = 80 cycles
244 / 78 = 80 cycles
244 / 79 = 80 cycles
244 / 80 = 80 cycles
244 / 81 = 80 cycles
244 / 82 = 73 cycles
244 / 83 = 73 cycles
244 / 84 = 73 cycles
244 / 85 = 73 cycles
244 / 86 = 73 cycles
244 / 87 = 73 cycles
244 / 88 = 73 cycles
244 / 89 = 73 cycles
244 / 90 = 73 cycles
244 / 91 = 73 cycles
244 / 92 = 73 cycles
244 / 93 = 73 cycles
244 / 94 = 73 cycles
244 / 95 = 73 cycles
244 / 96 = 73 cycles
244 / 97 = 73 cycles
244 / 98 = 73 cycles
244 / 99 = 73 cycles
244 / 100 = 73 cycles
244 / 101 = 73 cycles
244 / 102 = 73 cycles
244 / 103 = 73 cycles
244 / 104 = 73 cycles
244 / 105 = 73 cycles
244 / 106 = 73 cycles
244 / 107 = 73 cycles
244 / 108 = 73 cycles
244 / 109 = 73 cycles
244 / 110 = 73 cycles
244 / 111 = 73 cycles
244 / 112 = 73 cycles
244 / 113 = 73 cycles
244 / 114 = 73 cycles
244 / 115 = 73 cycles
244 / 116 = 73 cycles
244 / 117 = 73 cycles
244 / 118 = 73 cycles
244 / 119 = 73 cycles
244 / 120 = 73 cycles
244 / 121 = 73 cycles
244 / 122 = 73 cycles
244 / 123 = 66 cycles
244 / 124 = 66 cycles
244 / 125 = 66 cycles
244 / 126 = 66 cycles
244 / 127 = 66 cycles
244 / 128 = 75 cycles
244 / 129 = 66 cycles
244 / 130 = 66 cycles
244 / 131 = 66 cycles
244 / 132 = 66 cycles
244 / 133 = 66 cycles
244 / 134 = 66 cycles
244 / 135 = 66 cycles
244 / 136 = 66 cycles
244 / 137 = 66 cycles
244 / 138 = 66 cycles
244 / 139 = 66 cycles
244 / 140 = 66 cycles
244 / 141 = 66 cycles
244 / 142 = 66 cycles
244 / 143 = 66 cycles
244 / 144 = 66 cycles
244 / 145 = 66 cycles
244 / 146 = 66 cycles
244 / 147 = 66 cycles
244 / 148 = 66 cycles
244 / 149 = 66 cycles
244 / 150 = 66 cycles
244 / 151 = 66 cycles
244 / 152 = 66 cycles
244 / 153 = 66 cycles
244 / 154 = 66 cycles
244 / 155 = 66 cycles
244 / 156 = 66 cycles
244 / 157 = 66 cycles
244 / 158 = 66 cycles
244 / 159 = 66 cycles
244 / 160 = 66 cycles
244 / 161 = 66 cycles
244 / 162 = 66 cycles
244 / 163 = 66 cycles
244 / 164 = 66 cycles
244 / 165 = 66 cycles
244 / 166 = 66 cycles
244 / 167 = 66 cycles
244 / 168 = 66 cycles
244 / 169 = 66 cycles
244 / 170 = 66 cycles
244 / 171 = 66 cycles
244 / 172 = 66 cycles
244 / 173 = 66 cycles
244 / 174 = 66 cycles
244 / 175 = 66 cycles
244 / 176 = 66 cycles
244 / 177 = 66 cycles
244 / 178 = 66 cycles
244 / 179 = 66 cycles
244 / 180 = 66 cycles
244 / 181 = 66 cycles
244 / 182 = 66 cycles
244 / 183 = 66 cycles
244 / 184 = 66 cycles
244 / 185 = 66 cycles
244 / 186 = 66 cycles
244 / 187 = 66 cycles
244 / 188 = 66 cycles
244 / 189 = 66 cycles
244 / 190 = 66 cycles
244 / 191 = 66 cycles
244 / 192 = 66 cycles
244 / 193 = 66 cycles
244 / 194 = 66 cycles
244 / 195 = 66 cycles
244 / 196 = 66 cycles
244 / 197 = 66 cycles
244 / 198 = 66 cycles
244 / 199 = 66 cycles
244 / 200 = 66 cycles
244 / 201 = 66 cycles
244 / 202 = 66 cycles
244 / 203 = 66 cycles
244 / 204 = 66 cycles
244 / 205 = 66 cycles
244 / 206 = 66 cycles
244 / 207 = 66 cycles
244 / 208 = 66 cycles
244 / 209 = 66 cycles
244 / 210 = 66 cycles
244 / 211 = 66 cycles
244 / 212 = 66 cycles
244 / 213 = 66 cycles
244 / 214 = 66 cycles
244 / 215 = 66 cycles
244 / 216 = 66 cycles
244 / 217 = 66 cycles
244 / 218 = 66 cycles
244 / 219 = 66 cycles
244 / 220 = 66 cycles
244 / 221 = 66 cycles
244 / 222 = 66 cycles
244 / 223 = 66 cycles
244 / 224 = 66 cycles
244 / 225 = 66 cycles
244 / 226 = 66 cycles
244 / 227 = 66 cycles
244 / 228 = 66 cycles
244 / 229 = 66 cycles
244 / 230 = 66 cycles
244 / 231 = 66 cycles
244 / 232 = 66 cycles
244 / 233 = 66 cycles
244 / 234 = 66 cycles
244 / 235 = 66 cycles
244 / 236 = 66 cycles
244 / 237 = 66 cycles
244 / 238 = 66 cycles
244 / 239 = 66 cycles
244 / 240 = 66 cycles
244 / 241 = 66 cycles
244 / 242 = 66 cycles
244 / 243 = 66 cycles
244 / 244 = 41 cycles
244 / 245 = 59 cycles
244 / 246 = 59 cycles
244 / 247 = 59 cycles
244 / 248 = 59 cycles
244 / 249 = 59 cycles
244 / 250 = 59 cycles
244 / 251 = 59 cycles
244 / 252 = 59 cycles
244 / 253 = 59 cycles
244 / 254 = 59 cycles
244 / 255 = 59 cycles
245 / 0 = 14 cycles
245 / 1 = 23 cycles
245 / 2 = 113 cycles
245 / 3 = 626 cycles
245 / 4 = 132 cycles
245 / 5 = 402 cycles
245 / 6 = 367 cycles
245 / 7 = 304 cycles
245 / 8 = 151 cycles
245 / 9 = 248 cycles
245 / 10 = 227 cycles
245 / 11 = 213 cycles
245 / 12 = 199 cycles
245 / 13 = 185 cycles
245 / 14 = 178 cycles
245 / 15 = 171 cycles
245 / 16 = 170 cycles
245 / 17 = 157 cycles
245 / 18 = 150 cycles
245 / 19 = 143 cycles
245 / 20 = 143 cycles
245 / 21 = 136 cycles
245 / 22 = 136 cycles
245 / 23 = 129 cycles
245 / 24 = 129 cycles
245 / 25 = 122 cycles
245 / 26 = 122 cycles
245 / 27 = 122 cycles
245 / 28 = 115 cycles
245 / 29 = 115 cycles
245 / 30 = 115 cycles
245 / 31 = 108 cycles
245 / 32 = 117 cycles
245 / 33 = 108 cycles
245 / 34 = 108 cycles
245 / 35 = 108 cycles
245 / 36 = 101 cycles
245 / 37 = 101 cycles
245 / 38 = 101 cycles
245 / 39 = 101 cycles
245 / 40 = 101 cycles
245 / 41 = 94 cycles
245 / 42 = 94 cycles
245 / 43 = 94 cycles
245 / 44 = 94 cycles
245 / 45 = 94 cycles
245 / 46 = 94 cycles
245 / 47 = 94 cycles
245 / 48 = 94 cycles
245 / 49 = 94 cycles
245 / 50 = 87 cycles
245 / 51 = 87 cycles
245 / 52 = 87 cycles
